"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"6313/362.2170mz/9.00min",0.49306,1.0946,1.0397,1.0759,1.0999,1.121,1.1006,1.1222
"12366/393.1023mz/16.12min",0.49147,1.5173,1.4288,1.4086,1.3882,1.3692,1.3495,1.3441
"19992/105.0699mz/33.20min",0.49144,0.39395,0.51182,0.5034,0.49459,0.48635,0.52005,0.52224
"11756/623.3268mz/15.26min",0.49111,0.65665,0.88853,0.87441,0.85943,0.84543,0.83574,0.82673
"4927/251.1387mz/5.17min",0.4908,0.90452,0.94594,0.96192,0.95738,0.9441,0.93696,0.92702
"18451/764.5297mz/30.06min",0.49043,0.86491,0.9885,0.96939,0.95339,1.0839,1.0771,1.1287
"11609/213.0393mz/14.98min",0.49036,0.39402,0.40721,0.40156,0.39493,0.40313,0.39652,0.39481
"2791/127.0389mz/1.84min",0.49005,0.74333,0.70046,0.69537,0.7176,0.72727,0.7357,0.7278
"12308/492.1650mz/15.94min",0.48999,0.41815,0.45407,0.47592,0.46768,0.47368,0.46687,0.46189
"5479/132.0807mz/6.81min",0.48941,0.79892,0.76553,0.75297,0.74962,0.73911,0.72738,0.72008
"6567/112.0757mz/9.38min",0.48924,1.4065,1.368,1.3764,1.3563,1.3384,1.314,1.2986
"4492/203.0548mz/4.05min",0.48893,0.52084,0.94359,0.92709,0.93988,0.9256,0.98379,0.97698
"13230/607.3320mz/17.32min",0.48825,0.51233,0.60452,0.59527,0.58502,0.59332,0.58875,0.58116
"16377/105.0699mz/27.83min",0.48758,0.39562,0.44289,0.44377,0.46019,0.45623,0.5083,0.51676
"7557/355.1021mz/10.47min",0.48701,0.52567,0.50764,0.5418,0.55547,0.55571,0.54776,0.54153
"5873/287.0395mz/8.22min",0.48646,1.0519,1.4687,1.4674,1.4492,1.4298,1.4274,1.4666
"9751/231.0498mz/12.76min",0.48631,0.65179,0.62314,0.61475,0.62879,0.64264,0.64147,0.63295
"3978/132.0808mz/2.98min",0.48625,0.70914,0.77177,0.7703,0.77023,0.79397,0.79453,0.78398
"4041/405.0091mz/3.06min",0.48537,0.38905,0.37482,0.4523,0.44674,0.43944,0.43713,0.43718
"1857/203.0525mz/1.50min",0.48447,0.66359,0.67629,0.78761,0.7751,0.76229,0.77087,0.76064
"4820/328.1387mz/4.91min",0.48398,0.60246,1.1997,1.3686,1.345,1.349,1.3368,1.3389
"3719/132.0807mz/2.34min",0.48341,0.70906,0.73769,0.75668,0.75353,0.74257,0.74212,0.73303
"2895/71.0129mz/1.89min",0.48314,0.78839,0.74212,0.74266,0.75603,0.74598,0.75459,0.74637
"10840/127.0389mz/13.83min",0.48313,0.39219,0.39406,0.38975,0.38745,0.38736,0.44714,0.4412
"13401/623.2545mz/17.66min",0.48256,0.38665,0.53959,0.52915,0.52033,0.52967,0.52121,0.51559
"6298/132.0808mz/8.97min",0.48141,0.63229,0.70185,0.69816,0.69333,0.68617,0.70029,0.69126
"15827/785.3556mz/26.26min",0.48073,0.99829,0.95777,0.93932,0.92922,0.95937,0.94201,0.93821
"13582/454.2644mz/17.97min",0.48065,0.39699,0.40495,0.43044,0.4514,0.44385,0.46457,0.47144
"5751/251.1389mz/7.96min",0.48056,0.63484,0.68225,0.66907,0.68503,0.78084,0.78863,0.8085
"5649/355.1020mz/7.58min",0.48047,0.40477,0.38392,0.51176,0.50407,0.50111,0.49623,0.48971
"10977/313.1280mz/13.98min",0.48038,0.74417,0.72391,0.72835,0.73661,0.72941,0.71688,0.73286
"10264/613.2210mz/13.35min",0.48035,0.5545,0.55747,0.55492,0.55262,0.57233,0.56186,0.55769
"6068/233.0785mz/8.56min",0.48017,0.55046,0.62975,0.64303,0.8535,0.84326,0.95719,0.94447
"11225/337.1280mz/14.42min",0.48013,0.55557,0.54564,0.57958,0.583,0.58229,0.57177,0.56701
"3653/259.0746mz/2.29min",0.48012,0.45697,0.5572,0.56325,0.56636,0.56802,0.55809,0.5523
"6898/517.1326mz/9.82min",0.4801,0.50315,0.76117,0.74827,0.75305,0.75488,0.75588,0.74639
"7143/674.1492mz/10.04min",0.47952,0.48655,0.47846,0.5866,0.58858,0.58665,0.631,0.62261
"5412/251.1388mz/6.54min",0.47924,0.51322,0.65136,0.64528,0.67822,0.81371,0.92588,0.97177
"11591/231.0498mz/14.98min",0.47895,0.39441,0.42294,0.4148,0.4078,0.40445,0.39785,0.39276
"11554/423.2222mz/14.92min",0.47859,0.48626,0.52583,0.52229,0.51435,0.51309,0.5086,0.50188
"10962/143.1431mz/14.03min",0.47826,0.50461,0.74325,0.73717,0.72533,0.71329,0.70025,0.69143
"6885/762.1077mz/9.80min",0.47824,0.46945,0.44443,0.46635,0.47412,0.47965,0.47158,0.46643
"6445/231.1703mz/9.23min",0.47807,0.48453,0.46407,0.45673,0.44961,0.45611,0.44825,0.4423
"11349/209.1535mz/14.59min",0.4779,0.39082,0.49755,0.5102,0.50144,0.49412,0.48666,0.48019
"11094/518.2592mz/14.23min",0.47768,0.48038,0.46102,0.45435,0.4591,0.46816,0.46171,0.46286
"12351/492.2011mz/16.03min",0.47616,0.42328,0.87591,0.8677,0.88206,0.87976,0.88005,0.87256
"2888/89.0234mz/1.88min",0.476,0.84152,0.79588,0.78272,0.79146,0.77807,0.78492,0.77448
"13953/291.1953mz/18.59min",0.47592,0.38285,0.47614,0.68148,0.67259,0.72833,0.74674,0.74081
"4891/132.0808mz/5.08min",0.4757,0.612,0.64768,0.68216,0.68468,0.69315,0.68048,0.6942
"12432/127.0390mz/16.18min",0.47564,1.2177,1.1523,1.1302,1.1114,1.0932,1.0733,1.0591
"19235/131.9617mz/31.98min",0.47561,0.39662,0.40046,0.40697,0.39987,0.39462,0.42845,0.43856
"14472/409.1748mz/20.65min",0.47553,0.42176,0.39649,0.81667,0.85528,0.94745,0.98444,1.2448
"9740/339.1072mz/12.76min",0.47509,0.69741,0.66711,0.65503,0.67198,0.68988,0.69239,0.6832
"7900/440.1485mz/10.80min",0.47467,0.4754,0.44972,0.44268,0.44128,0.45772,0.45206,0.44632
"8391/165.0442mz/11.40min",0.47466,0.51067,0.51011,0.53795,0.532,0.52316,0.51728,0.51271
"3205/139.0025mz/2.22min",0.47395,0.49689,0.47079,0.56013,0.55738,0.55316,0.68702,0.67831
"12771/591.3368mz/16.66min",0.47387,0.38182,0.40898,0.40122,0.46461,0.53478,0.52905,0.52801
"7314/419.6957mz/10.21min",0.47348,0.38981,0.45444,0.44621,0.44451,0.44576,0.44314,0.44368
"4025/61.0095mz/3.05min",0.47285,2.0128,1.9993,1.9687,1.9344,1.9062,1.901,1.8773
"1970/234.0195mz/1.54min",0.47281,0.37934,0.39329,0.39613,0.3892,0.40798,0.40068,0.39741
"4919/328.1387mz/5.15min",0.47225,0.72946,1.0868,1.2555,1.2402,1.2718,1.2485,1.2334
"8038/497.1075mz/10.98min",0.4721,0.38708,0.36503,0.41789,0.44409,0.43765,0.43292,0.54205
"5289/220.0636mz/6.16min",0.47189,0.38164,0.47356,0.52573,0.51866,0.51115,0.59656,0.60869
"14735/253.1433mz/21.72min",0.47186,0.42862,0.42372,0.48913,0.48066,0.53079,0.54749,0.57321
"13548/443.0818mz/17.99min",0.47143,0.37821,0.71089,0.69908,0.68688,0.67649,0.66988,0.66851
"20798/243.9663mz/35.22min",0.47068,0.4118,0.59577,0.67683,0.66519,0.6572,0.66903,0.66721
"5622/355.1019mz/7.41min",0.47051,0.55098,0.5306,0.54431,0.56636,0.57258,0.59218,0.61548
"3811/157.0351mz/2.49min",0.47044,2,1.9549,1.968,1.9358,1.903,1.8874,1.8658
"20492/243.9663mz/34.19min",0.46997,0.43817,0.53777,0.6462,0.63662,0.62672,0.71392,0.71074
"1352/474.8328mz/1.19min",0.46995,0.44841,0.54696,0.54369,0.53496,0.52633,0.51848,0.51178
"12011/337.1279mz/15.65min",0.4699,0.46347,0.43589,0.43023,0.42479,0.43356,0.42562,0.42012
"5091/251.1388mz/5.60min",0.46948,0.84241,0.8671,0.88653,0.97152,0.98434,1.012,1.0354
"2356/122.0681mz/1.69min",0.46917,1.0822,1.0185,0.99927,0.99068,0.97416,0.96196,0.95053
"8637/227.2117mz/11.70min",0.46861,0.42874,0.55629,0.54988,0.55256,0.54349,0.53575,0.52881
"8384/164.0423mz/11.40min",0.46842,0.50794,0.504,0.52576,0.51695,0.50873,0.50219,0.49626
"13386/479.1028mz/17.65min",0.4683,0.37522,0.55371,0.54314,0.53367,0.53133,0.52324,0.5192
"20107/105.0699mz/33.43min",0.46789,0.37777,0.55633,0.54945,0.53985,0.53164,0.57471,0.57462
"2382/163.1230mz/1.70min",0.46765,0.63181,0.62748,0.63593,0.62503,0.61674,0.61174,0.60734
"8347/416.1546mz/11.37min",0.46748,0.49449,0.63578,0.62364,0.65575,0.64851,0.64937,0.66088
"3177/104.1070mz/2.09min",0.46708,0.41229,0.38864,0.38437,0.39182,0.45828,0.50946,0.50464
"11663/411.1130mz/15.05min",0.46638,0.84858,0.80774,0.79904,0.78521,0.77205,0.75818,0.74935
"5562/132.0807mz/7.12min",0.46592,0.37357,0.43938,0.47412,0.46696,0.48649,0.50225,0.49571
"6670/277.1041mz/9.54min",0.46425,0.53536,0.76051,0.74637,0.7455,0.73856,0.7655,0.77423
"8387/163.0389mz/11.40min",0.46376,0.49869,0.50629,0.52174,0.513,0.50467,0.50107,0.49475
"13979/431.1674mz/18.75min",0.46345,0.41995,0.3948,0.42478,0.48155,0.47513,0.4668,0.62606
"14046/220.1695mz/19.06min",0.46328,0.44276,0.42087,0.42046,0.47775,0.53732,0.54176,0.53878
"2331/121.0647mz/1.68min",0.46318,1.0769,1.0167,0.99702,0.98802,0.97126,0.96267,0.95089
"6349/662.1850mz/9.06min",0.46171,0.48661,0.54228,0.55396,0.62267,0.63683,0.67062,0.72039
"6674/181.0857mz/9.52min",0.46152,0.44683,0.44843,0.45,0.45102,0.44522,0.44805,0.44458
"13859/339.1799mz/18.37min",0.46139,0.37039,0.54156,0.53165,0.54261,0.54444,0.54764,0.5459
"18642/130.1591mz/30.52min",0.46099,0.40397,0.49327,0.48729,0.49168,0.48352,0.47483,0.48731
"13383/431.1674mz/17.65min",0.46089,0.37434,0.42846,0.4255,0.43906,0.4319,0.42399,0.45098
"15075/278.2113mz/22.83min",0.4603,1.3566,1.339,1.3201,1.3056,1.2892,1.2679,1.2518
"12767/609.3474mz/16.65min",0.45993,0.37029,0.41356,0.406,0.50588,0.57287,0.5715,0.57142
"13287/389.1803mz/17.44min",0.45956,0.37481,0.35544,0.38347,0.38038,0.37526,0.41254,0.41341
"3764/253.1280mz/2.33min",0.4593,0.41126,0.4356,0.43872,0.43235,0.42677,0.53332,0.53068
"4587/59.0131mz/4.23min",0.45922,0.38518,0.47433,0.51785,0.51194,0.50501,0.50155,0.53975
"8659/349.1393mz/11.73min",0.45873,0.43989,0.51357,0.50379,0.49503,0.49454,0.49005,0.48449
"13373/127.0390mz/17.65min",0.45857,0.36763,0.44389,0.43665,0.43145,0.43243,0.42715,0.42445
"4760/203.0549mz/4.70min",0.45842,0.37593,0.51958,0.52978,0.52169,0.51589,0.59293,0.58628
"11781/343.1749mz/15.29min",0.45798,1.2977,1.2256,1.2023,1.1814,1.1687,1.1475,1.1323
"12669/375.2011mz/16.49min",0.4579,1.4662,1.3882,1.3617,1.338,1.3194,1.2951,1.2859
"14782/698.3950mz/21.77min",0.45776,0.38251,0.38063,0.42655,0.42795,0.42079,0.41626,0.41295
"19420/116.0706mz/32.07min",0.45698,0.3663,0.3456,0.34329,0.36148,0.37628,0.36952,0.41099
"4628/114.0549mz/4.36min",0.45685,0.44268,0.51269,0.5029,0.5058,0.50041,0.49843,0.49207
"1495/428.8366mz/1.30min",0.4565,0.36694,0.35858,0.36019,0.35391,0.35087,0.34823,0.34376
"6979/579.2911mz/9.90min",0.45611,1.4395,1.3639,1.3454,1.3273,1.3049,1.3025,1.287
"8326/181.0859mz/11.34min",0.4551,0.36655,0.40491,0.42447,0.43429,0.43242,0.43032,0.42471
"3773/365.0887mz/2.42min",0.4547,0.44052,0.47241,0.46945,0.51345,0.63803,0.72397,0.72662
"6917/337.0915mz/9.83min",0.45448,0.52766,0.6453,0.63302,0.65187,0.66131,0.68001,0.67225
"20865/145.0495mz/35.53min",0.45426,0.36406,0.82529,0.82963,0.82962,0.82731,0.85116,0.84707
"6666/390.1868mz/9.51min",0.45393,1.6476,1.7432,1.7328,1.7172,1.6924,1.6879,1.6663
"8448/372.2491mz/11.44min",0.45384,0.3647,0.41399,0.41022,0.40404,0.41916,0.41405,0.40884
"14653/347.1351mz/21.69min",0.45361,0.38764,0.37098,0.36756,0.37579,0.45499,0.44723,0.44145
"12156/525.2682mz/15.86min",0.45354,0.38753,0.42926,0.47296,0.49893,0.60866,0.60339,0.59597
"5757/158.0811mz/8.08min",0.45347,0.71865,0.95744,0.95143,0.93775,0.92332,0.90751,0.89825
"6813/131.0492mz/9.70min",0.45345,1.0178,0.96119,0.9429,0.93193,0.91826,0.90502,0.89325
"14681/665.8044mz/21.71min",0.45344,0.44819,0.46664,0.45804,0.45003,0.47974,0.47123,0.47392
"11849/449.2018mz/15.45min",0.453,0.36418,0.35452,0.35607,0.41322,0.57841,0.6446,0.69512
"4433/174.0760mz/3.88min",0.4529,0.36935,0.35616,0.35587,0.36678,0.38372,0.46024,0.46171
"12692/295.1022mz/16.55min",0.45256,0.48371,0.48169,0.47429,0.60053,0.62744,0.66075,0.67067
"13050/209.0754mz/17.04min",0.45244,0.49329,0.52967,0.52649,0.54149,0.53833,0.52886,0.52511
"2689/311.1597mz/1.82min",0.45197,1.4956,1.4459,1.4871,1.4612,1.4419,1.4155,1.3972
"11790/393.1024mz/15.30min",0.45193,1.0339,1.0295,1.0122,0.99788,1.011,0.99474,1.003
"6108/495.2334mz/8.66min",0.45185,0.44928,0.76657,0.76004,0.77461,0.76196,0.77203,0.76338
"17682/103.9557mz/28.81min",0.45161,0.37401,0.58666,0.59047,0.58163,0.60683,0.61016,0.61516
"13545/525.2691mz/17.94min",0.4516,0.36867,0.39439,0.41017,0.44166,0.52461,0.54384,0.54103
"12439/572.2913mz/16.18min",0.45159,1.1884,1.1559,1.1371,1.1192,1.1008,1.083,1.0722
"15638/403.2801mz/24.89min",0.45089,0.54383,0.81337,0.81624,0.83309,0.85249,0.87277,0.9284
"10671/217.1585mz/13.73min",0.45085,0.96835,0.94009,0.92536,0.95187,0.93602,0.91927,0.9091
"7344/413.1413mz/10.24min",0.45078,0.53376,0.502,0.49259,0.50288,0.49576,0.49769,0.4918
"18951/201.9756mz/31.23min",0.4507,0.3881,0.36584,0.36195,0.39144,0.39175,0.39465,0.39638
"9553/231.0862mz/12.57min",0.45051,0.5123,0.4883,0.47934,0.47155,0.46642,0.45801,0.454
"20709/145.0495mz/34.83min",0.4502,0.4591,0.63141,0.72738,0.73124,0.73915,0.74731,0.74282
"8488/215.2117mz/11.50min",0.44995,1.5317,1.4652,1.4372,1.4155,1.3916,1.3667,1.35
"11263/423.2221mz/14.52min",0.44971,0.38931,0.58177,0.57238,0.56921,0.57374,0.56338,0.55625
"11988/97.0284mz/15.64min",0.44965,0.36034,0.40497,0.39885,0.39932,0.40671,0.4122,0.40677
"11805/404.1760mz/15.32min",0.44965,0.47681,0.47936,0.53581,0.52959,0.53555,0.54029,0.53325
"6396/261.1236mz/9.15min",0.44951,1.7926,1.726,1.7059,1.6805,1.6609,1.6314,1.61
"7363/259.1651mz/10.26min",0.44946,0.36297,0.37088,0.37472,0.36818,0.37548,0.37333,0.3697
"4216/744.0816mz/3.38min",0.449,0.41236,0.59423,0.63715,0.62685,0.66607,0.67284,0.68509
"12600/490.2060mz/16.43min",0.44849,1.6202,1.7549,1.7365,1.7072,1.7002,1.6858,1.6634
"13370/785.4158mz/17.65min",0.44816,0.36976,0.54829,0.53813,0.53962,0.54999,0.54224,0.53515
"9742/321.0966mz/12.76min",0.44759,0.69667,0.66399,0.65144,0.66551,0.68398,0.68185,0.6728
"17458/523.4203mz/28.66min",0.44754,0.62168,0.58443,0.60204,0.59209,0.58727,0.58006,0.58295
"10670/199.1480mz/13.73min",0.44742,0.97508,0.9573,0.94453,0.95233,0.9373,0.92157,0.91111
"11151/249.0604mz/14.25min",0.44725,0.58504,0.58714,0.57637,0.56698,0.55752,0.54798,0.54156
"4801/143.0338mz/4.81min",0.44711,0.60995,0.7237,0.75921,0.76833,0.75963,0.74706,0.75406
"4331/203.0547mz/3.67min",0.44705,0.37595,0.36847,0.50707,0.50593,0.51355,0.55438,0.55135
"19139/130.1591mz/31.68min",0.44659,0.46069,0.44169,0.44714,0.46046,0.50394,0.51233,0.52007
"12575/671.2342mz/16.37min",0.44638,0.36035,0.38283,0.37541,0.37078,0.36859,0.38527,0.38027
"7746/371.2651mz/10.64min",0.44597,0.36604,0.42873,0.43924,0.43644,0.45268,0.44686,0.44153
"14317/414.2151mz/20.37min",0.44543,0.47411,0.46097,0.45408,0.46853,0.46059,0.45232,0.45701
"17981/600.4683mz/29.04min",0.44512,0.37572,0.40098,0.44755,0.55445,0.64811,0.65389,0.66487
"12917/589.3214mz/16.93min",0.44388,0.35811,0.44588,0.44121,0.44779,0.50559,0.52227,0.51547
"12072/209.1536mz/15.69min",0.44297,0.53338,1.092,1.1677,1.155,1.1835,1.1619,1.1466
"12346/431.2274mz/16.02min",0.44289,0.35486,0.33475,0.50567,0.58417,0.57729,0.56675,0.63124
"2287/335.0639mz/1.66min",0.44288,0.4998,0.50493,0.49592,0.49068,0.48801,0.50639,0.50019
"4163/732.1404mz/3.33min",0.44203,0.55711,0.60262,0.65213,0.65183,0.75807,0.81508,0.83094
"16524/105.0699mz/28.08min",0.44183,0.35408,0.45556,0.45862,0.46466,0.46836,0.48861,0.51563
"4890/237.0868mz/5.03min",0.44108,0.41157,0.552,0.54131,0.53191,0.52368,0.68739,0.70042
"20475/342.0029mz/34.15min",0.44108,0.45916,1.0627,1.1196,1.1158,1.0988,1.2113,1.1952
"13131/563.1392mz/17.08min",0.44068,0.59528,0.65516,0.65062,0.64323,0.64923,0.64013,0.63419
"18034/468.3892mz/29.13min",0.44038,0.52218,0.49134,0.50998,0.50743,0.52545,0.52592,0.58946
"13378/249.0603mz/17.67min",0.44001,0.40177,0.39827,0.39486,0.39293,0.40575,0.40902,0.40583
"17858/658.5095mz/28.94min",0.4395,0.38092,0.62798,0.61624,0.61708,0.60784,0.62329,0.62232
"6293/408.1288mz/8.96min",0.43944,1.6631,1.6645,1.6525,1.6237,1.6004,1.5764,1.5571
"18503/234.0970mz/30.14min",0.43808,0.7898,0.8072,0.83873,0.83582,0.85887,0.85835,0.90425
"5760/132.0808mz/8.01min",0.43797,0.7313,0.71794,0.77148,0.75804,0.74672,0.73651,0.77107
"8379/193.0706mz/11.39min",0.43721,0.47806,0.49303,0.51415,0.50541,0.49719,0.49354,0.48709
"12522/97.0284mz/16.29min",0.43673,0.48971,0.55704,0.54624,0.60394,0.60556,0.61413,0.6431
"10579/409.2066mz/13.64min",0.4365,0.50911,0.53834,0.58968,0.59325,0.59461,0.58735,0.60431
"4242/732.1403mz/3.43min",0.43649,0.66613,0.68577,0.72087,0.70905,0.69703,0.6923,0.71658
"13612/497.1135mz/18.00min",0.43632,0.35712,0.56902,0.5585,0.54967,0.55991,0.54968,0.54371
"12731/543.2790mz/16.56min",0.43626,0.35138,0.37236,0.40898,0.43724,0.46606,0.48686,0.48385
"1085/110.0086mz/1.15min",0.43596,0.35154,0.342,0.33941,0.33627,0.33836,0.33277,0.3285
"5321/132.0808mz/6.25min",0.43592,0.41746,0.54455,0.5667,0.55816,0.55038,0.54082,0.56779
"4842/251.1389mz/4.94min",0.43578,0.7577,0.92015,0.97709,0.99508,0.9823,0.97558,0.98455
"2706/527.1729mz/1.83min",0.43576,0.37441,0.44963,0.44278,0.44544,0.58733,0.59742,0.59804
"12400/572.2911mz/16.18min",0.4354,1.0377,1.0258,1.01,0.99389,0.97922,0.96217,0.9518
"2495/430.2281mz/1.75min",0.43495,0.35186,0.33992,0.3988,0.41923,0.49122,0.65758,0.6498
"9621/492.2437mz/12.65min",0.43465,0.68559,0.67286,0.67183,0.67925,0.67286,0.66164,0.66034
"20437/261.9767mz/34.08min",0.43457,0.51369,0.78609,0.86063,0.84593,0.84111,0.91839,0.9069
"7795/89.0386mz/10.67min",0.43446,0.36168,0.36502,0.3582,0.36115,0.35504,0.36061,0.35907
"4409/203.0548mz/3.84min",0.43429,0.42759,0.47962,0.48547,0.47723,0.4732,0.49995,0.55528
"7302/535.1445mz/10.20min",0.43371,0.38597,0.40162,0.39386,0.39311,0.42103,0.43264,0.42829
"20402/261.9768mz/34.01min",0.43355,0.3637,0.58289,0.66394,0.71944,0.70724,0.89852,0.89665
"8812/207.0651mz/11.89min",0.43328,0.56728,0.62121,0.61768,0.61457,0.60763,0.60021,0.59287
"9539/349.1393mz/12.55min",0.43287,0.47394,0.47563,0.47077,0.46405,0.46752,0.4615,0.45538
"13377/461.0925mz/17.65min",0.4321,0.34627,0.53818,0.528,0.51876,0.53396,0.52655,0.52553
"4322/203.0548mz/3.65min",0.43195,0.36079,0.3392,0.40385,0.40078,0.415,0.40741,0.54881
"9178/485.3330mz/12.19min",0.43176,0.39608,0.40722,0.39932,0.39265,0.39231,0.40306,0.39951
"16634/441.1883mz/28.14min",0.4316,0.43115,0.47384,0.47172,0.48055,0.48831,0.59426,0.5917
"5152/538.1269mz/5.79min",0.4315,0.45542,0.74519,0.77883,0.77618,0.78909,0.78101,0.77721
"18867/792.5610mz/31.03min",0.43144,1.0508,1.355,1.3296,1.3406,1.4434,1.4278,1.4386
"12460/339.1799mz/16.20min",0.43085,1.3422,1.2686,1.2509,1.2299,1.217,1.2005,1.1868
"18481/201.9756mz/30.08min",0.43075,0.75509,0.7342,0.75612,0.76757,0.75475,0.77277,0.78287
"9998/469.2640mz/13.04min",0.43071,0.4219,0.44057,0.43333,0.42577,0.45353,0.44616,0.48181
"16940/425.2145mz/28.34min",0.4299,0.54619,0.52699,0.5179,0.51245,0.53755,0.52836,0.7107
"10890/345.1326mz/13.95min",0.42951,1.2799,1.3859,1.3857,1.3704,1.3599,1.3662,1.348
"6164/597.2650mz/8.75min",0.42925,0.98981,0.93927,0.93165,0.92438,0.90872,0.90981,0.89916
"14403/617.3139mz/20.39min",0.42925,0.3483,0.37536,0.36865,0.38816,0.42579,0.41962,0.4291
"5883/158.0811mz/8.24min",0.42812,0.47576,0.64271,0.76972,0.80481,0.79142,0.78024,0.76991
"13643/393.2117mz/18.01min",0.428,0.35471,0.65905,0.66079,0.64997,0.71009,0.7456,0.73601
"14369/327.1281mz/20.38min",0.42669,0.61805,0.58611,0.5966,0.59267,0.60068,0.59066,0.62214
"11774/97.0284mz/15.26min",0.42667,0.40273,0.40138,0.3943,0.40611,0.39966,0.39627,0.4082
"9608/503.1909mz/12.55min",0.42655,0.45708,0.43325,0.47662,0.46962,0.46843,0.46402,0.4827
"4771/237.0868mz/4.77min",0.42602,0.46385,0.43695,0.42945,0.47266,0.53402,0.54994,0.59862
"8402/559.1083mz/11.40min",0.42578,0.67192,0.64721,0.67164,0.65989,0.65733,0.66835,0.66398
"5137/328.1388mz/5.69min",0.42496,0.57952,0.95083,1.1751,1.1669,1.231,1.2218,1.2111
"13841/127.0389mz/18.36min",0.42471,0.34387,0.48407,0.47912,0.47178,0.47961,0.47086,0.46503
"13626/461.0923mz/18.01min",0.42452,0.34527,0.60027,0.59012,0.58211,0.58555,0.57517,0.56753
"12038/233.1171mz/15.66min",0.42399,0.41479,0.40556,0.39772,0.39584,0.44394,0.45469,0.44952
"11586/109.0284mz/14.98min",0.42395,0.37347,0.39367,0.3886,0.39601,0.39998,0.39753,0.4263
"2441/258.0496mz/1.72min",0.42382,0.53935,0.57163,0.56195,0.56021,0.60956,0.63647,0.63232
"2972/112.9998mz/1.99min",0.4238,0.88927,0.84093,0.82663,0.81257,0.79886,0.78955,0.77907
"1862/249.0379mz/1.50min",0.42346,0.38754,0.38298,0.40946,0.42435,0.42864,0.52644,0.51946
"6136/132.0808mz/8.68min",0.42346,0.44371,0.49435,0.49149,0.48664,0.48603,0.48534,0.4877
"4003/251.1387mz/3.05min",0.4232,0.57062,0.89499,0.89849,0.94414,0.94888,0.96072,1.0019
"7193/709.1963mz/10.09min",0.42295,0.65641,0.68801,0.67857,0.67183,0.6678,0.674,0.66529
"13649/623.2543mz/18.02min",0.42293,0.35421,0.57999,0.5704,0.56363,0.57113,0.56072,0.55329
"2719/325.1126mz/1.75min",0.4224,0.48035,0.48198,0.47887,0.52386,0.56425,0.58992,0.58352
"910/186.9561mz/0.98min",0.42186,0.38199,0.35911,0.35218,0.34671,0.37819,0.37779,0.4
"1697/79.9899mz/1.44min",0.42064,0.3659,0.51925,0.62206,0.61144,0.62024,0.6156,0.60754
"13634/479.1029mz/18.01min",0.42018,0.34539,0.58564,0.57524,0.5671,0.578,0.56762,0.56017
"4683/61.0098mz/4.48min",0.41992,1.5681,1.4981,1.4865,1.464,1.4392,1.4145,1.3971
"4941/237.0868mz/5.14min",0.41989,0.34597,0.40712,0.40312,0.39919,0.39442,0.82684,0.81824
"12444/305.0958mz/16.17min",0.41942,1.2982,1.2225,1.2112,1.1902,1.1861,1.1724,1.2167
"3756/157.0350mz/2.38min",0.41941,1.7109,1.6404,1.6274,1.6071,1.5807,1.5519,1.5325
"13369/641.2645mz/17.65min",0.41941,0.33676,0.52308,0.51326,0.50778,0.51907,0.50985,0.50326
"13622/641.2646mz/18.00min",0.41926,0.33684,0.5431,0.5364,0.52843,0.54546,0.53688,0.52979
"12383/217.1585mz/16.10min",0.41924,1.7698,1.6703,1.6393,1.6136,1.5863,1.5676,1.547
"12835/465.2115mz/16.77min",0.41911,1.3634,1.3327,1.3116,1.317,1.3027,1.2798,1.2638
"14299/491.3224mz/20.37min",0.41867,0.42544,0.50564,0.49709,0.558,0.60908,0.67489,0.66603
"18742/570.4572mz/30.76min",0.41866,0.35465,0.3422,0.35228,0.41039,0.40343,0.39606,0.39186
"13081/213.0392mz/17.04min",0.41865,0.35056,0.38307,0.37882,0.38263,0.40846,0.40099,0.39633
"12900/645.2912mz/16.90min",0.41844,0.81521,0.81621,0.80992,0.82487,0.81197,0.83408,0.82598
"20820/243.9663mz/35.31min",0.4184,0.39747,0.75212,0.76901,0.76043,0.75113,0.80442,0.80556
"2874/231.0975mz/1.88min",0.41795,0.62565,0.65544,0.64788,0.6641,0.6722,0.66294,0.65424
"14058/492.2225mz/19.19min",0.4179,0.36434,0.90506,0.88792,0.90338,0.89548,0.88021,0.87069
"16629/105.0698mz/28.18min",0.41742,0.34745,0.52842,0.52204,0.52543,0.52115,0.52037,0.53289
"13245/577.1549mz/17.35min",0.41741,0.37973,0.40295,0.42456,0.443,0.48335,0.55513,0.55702
"12797/244.1906mz/16.70min",0.41729,0.51562,0.78151,0.80021,0.78696,0.80181,0.78751,0.78596
"17493/105.0698mz/28.67min",0.41677,0.36595,0.49249,0.5071,0.55073,0.57891,0.61694,0.61781
"13061/417.1517mz/17.03min",0.41669,0.39873,0.51677,0.50799,0.52132,0.51248,0.5052,0.50368
"16310/105.0699mz/27.73min",0.41624,0.34275,0.41778,0.45107,0.45622,0.46852,0.4956,0.49216
"2421/104.1070mz/1.68min",0.4162,0.49148,0.5583,0.54823,0.54838,0.53954,0.54391,0.53669
"5989/524.2237mz/8.40min",0.41604,1.4247,1.4261,1.4,1.3877,1.381,1.3634,1.3457
"1269/487.3575mz/1.17min",0.41536,0.40794,0.51679,0.51298,0.5204,0.5116,0.50811,0.50305
