"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"8172/340.2592mz/11.15min",2.1645,1.7403,1.6426,1.6145,1.594,1.5675,1.5388,1.5191
"8823/265.1067mz/11.88min",2.1639,1.7893,1.6821,1.6515,1.6401,1.6196,1.5899,1.5749
"5199/130.1590mz/5.89min",2.1634,1.7347,1.6661,1.6448,1.6241,1.5985,1.5713,1.5545
"15383/615.4131mz/23.84min",2.1605,1.7385,1.6491,1.6173,1.5892,1.5625,1.5338,1.5144
"6425/256.8507mz/9.22min",2.1583,1.7302,1.6538,1.6218,1.5949,1.5678,1.5635,1.5427
"15417/654.4527mz/23.87min",2.1562,1.7284,1.6652,1.634,1.6072,1.58,1.5617,1.5409
"15463/601.9135mz/23.98min",2.1515,1.732,1.6381,1.6068,1.5795,1.553,1.5295,1.5122
"15399/698.4785mz/23.79min",2.1493,1.7237,1.6543,1.6278,1.6,1.5754,1.547,1.5307
"8837/139.0753mz/11.90min",2.1475,1.7511,1.6602,1.6287,1.6245,1.6145,1.5855,1.5648
"6715/290.1894mz/9.61min",2.1436,1.7331,1.6397,1.6208,1.5959,1.5715,1.564,1.5515
"12776/283.1174mz/16.67min",2.1431,1.7844,1.6933,1.6625,1.6436,1.6211,1.6271,1.6056
"15503/571.3868mz/24.06min",2.14,1.723,1.6483,1.6205,1.5922,1.566,1.5411,1.5244
"5246/130.1591mz/6.02min",2.1379,1.7137,1.6421,1.629,1.6012,1.5747,1.5462,1.5296
"15375/698.9802mz/23.73min",2.1371,1.7224,1.6544,1.6333,1.6178,1.597,1.574,1.5552
"14927/623.1068mz/22.46min",2.1368,1.7807,1.6942,1.6628,1.6343,1.6139,1.5896,1.5708
"5262/130.1591mz/6.06min",2.1335,1.711,1.6504,1.641,1.6157,1.5902,1.561,1.5456
"6792/290.1896mz/9.65min",2.1286,1.7072,1.613,1.5842,1.5604,1.5363,1.5145,1.5035
"15506/549.3739mz/24.07min",2.1245,1.7112,1.6124,1.5813,1.5575,1.5314,1.5153,1.4964
"15581/478.3479mz/24.36min",2.1194,1.7488,1.644,1.625,1.5973,1.5778,1.5716,1.5519
"15431/659.4392mz/23.84min",2.1116,1.6919,1.6154,1.5865,1.5591,1.5336,1.5055,1.4861
"6801/587.1288mz/9.69min",2.1106,1.7964,1.694,1.6611,1.6495,1.6877,1.66,1.6386
"7605/668.3810mz/10.51min",2.1082,2.104,1.9974,1.9595,1.936,1.9125,1.9347,1.9166
"8572/450.1968mz/11.62min",2.108,1.7884,1.6837,1.6531,1.6375,1.6654,1.6486,1.6287
"6781/587.2957mz/9.69min",2.1002,1.8584,1.7563,1.7223,1.708,1.7534,1.7214,1.6993
"6390/272.1853mz/9.14min",2.098,1.682,1.5838,1.5584,1.5426,1.5216,1.4968,1.483
"13940/242.2112mz/18.49min",2.0969,1.7078,1.6396,1.6159,1.6021,1.6387,1.6268,1.6138
"3386/128.0705mz/2.20min",2.0947,1.6836,1.6111,1.5804,1.5642,1.5403,1.5336,1.5145
"6357/368.1907mz/9.07min",2.0937,1.8153,1.7112,1.6788,1.6496,1.6219,1.5938,1.5731
"15524/549.3740mz/24.11min",2.091,1.6848,1.6052,1.5781,1.5506,1.5252,1.5042,1.4853
"15380/659.4391mz/23.79min",2.0906,1.676,1.586,1.5562,1.5338,1.5081,1.4868,1.4721
"5298/130.1591mz/6.14min",2.086,1.6741,1.5985,1.5768,1.5531,1.5272,1.4995,1.4796
"13891/283.1174mz/18.38min",2.0793,1.6682,1.5728,1.5519,1.5305,1.5056,1.478,1.4584
"15432/632.9412mz/23.88min",2.0757,1.665,1.5815,1.5508,1.5278,1.5019,1.4857,1.4661
"7763/114.0912mz/10.62min",2.075,1.8023,1.6948,1.6725,1.6434,1.6175,1.5913,1.5702
"15156/296.2581mz/23.21min",2.0685,1.7078,1.6139,1.5827,1.5573,1.539,1.5128,1.4938
"6156/181.0726mz/8.73min",2.0668,1.6561,1.5814,1.557,1.5472,1.5213,1.5006,1.4882
"6756/587.1289mz/9.66min",2.0635,1.7591,1.6541,1.6223,1.6211,1.703,1.6782,1.6567
"12899/214.1800mz/16.87min",2.0588,1.6661,1.5667,1.541,1.5413,1.5206,1.5031,1.4837
"15389/645.9395mz/23.83min",2.0572,1.6506,1.5705,1.5402,1.5153,1.4896,1.4694,1.4499
"15539/535.8739mz/24.19min",2.0547,1.6532,1.5896,1.568,1.542,1.5168,1.513,1.4959
"8138/287.2115mz/11.09min",2.0521,2.07,1.9789,1.9421,1.918,1.8887,1.8548,1.8302
"6747/704.1522mz/9.64min",2.0514,1.7773,1.671,1.643,1.6303,1.689,1.6604,1.6404
"6385/524.2648mz/9.14min",2.0479,1.6526,1.5644,1.5455,1.5186,1.4931,1.4676,1.4574
"15406/637.4262mz/23.84min",2.0449,1.6398,1.5735,1.546,1.5226,1.4989,1.4736,1.4588
"15468/620.8914mz/23.99min",2.0448,1.6413,1.5508,1.5207,1.5002,1.4748,1.4612,1.4449
"15289/296.2582mz/23.56min",2.0437,1.6538,1.5555,1.5305,1.505,1.4871,1.4739,1.4588
"4916/144.0656mz/5.07min",2.0369,1.7168,1.617,1.5857,1.5582,1.5427,1.5196,1.5096
"14848/843.2375mz/22.23min",2.0356,1.6858,1.5979,1.5675,1.5403,1.5195,1.4933,1.4749
"3638/144.0655mz/2.26min",2.0308,1.6321,1.5404,1.5143,1.4953,1.4727,1.4468,1.4309
"15561/505.3478mz/24.25min",2.0257,1.7128,1.6442,1.6133,1.5856,1.5684,1.5396,1.5231
"14541/577.3267mz/20.98min",2.0216,1.6496,1.6339,1.6031,1.5751,1.5835,1.583,1.5655
"14816/893.3339mz/22.13min",2.0116,1.6195,1.5241,1.4991,1.479,1.4539,1.4303,1.4121
"8232/114.0913mz/11.22min",2.0078,1.6308,1.5353,1.5062,1.4803,1.4984,1.4789,1.4595
"15462/593.4000mz/23.97min",2.0078,1.6199,1.5262,1.4971,1.473,1.4486,1.4307,1.4117
"15495/588.4135mz/24.04min",2.0076,1.6254,1.5376,1.5136,1.4878,1.4646,1.4516,1.4326
"6797/704.1522mz/9.66min",2.0002,1.7409,1.6366,1.6058,1.5782,1.6634,1.6329,1.6221
"13171/303.2424mz/17.15min",1.9994,2.4635,2.3256,2.2823,2.2626,2.2271,2.1862,2.1573
"6351/428.1911mz/9.07min",1.9887,1.8029,1.8085,1.7747,1.7932,1.786,1.7781,1.7717
"15178/296.2581mz/23.26min",1.9871,1.615,1.5228,1.4979,1.4744,1.4494,1.4234,1.4212
"8330/114.0914mz/11.33min",1.9869,1.618,1.5215,1.5037,1.4775,1.4532,1.4471,1.4344
"15435/615.9152mz/23.90min",1.9774,1.5844,1.4984,1.4735,1.4561,1.4327,1.4127,1.3961
"8611/553.2748mz/11.66min",1.9712,1.9164,1.8381,1.8116,1.7807,1.7506,1.719,1.7037
"11691/490.2643mz/15.12min",1.9708,1.6768,1.5857,1.5558,1.5296,1.5099,1.488,1.4762
"10058/405.1180mz/13.11min",1.9644,1.5741,1.4976,1.4709,1.4522,1.4289,1.4102,1.3928
"15478/593.3999mz/23.98min",1.9615,1.572,1.487,1.461,1.4383,1.4145,1.3898,1.3723
"14406/366.3001mz/20.45min",1.9607,1.5711,1.6469,1.6977,1.7862,1.7561,1.7283,1.7106
"15190/296.2583mz/23.28min",1.954,1.6013,1.5112,1.4819,1.4569,1.4359,1.4097,1.3979
"14565/186.1852mz/21.15min",1.9535,1.5694,1.4794,1.4589,1.4693,1.4453,1.4545,1.4358
"15339/296.2581mz/23.62min",1.9475,1.5692,1.4764,1.4488,1.4237,1.4387,1.4166,1.3989
"2154/335.1632mz/1.61min",1.9418,1.7151,1.6567,1.6333,1.6173,1.6118,1.5884,1.5673
"15519/568.8781mz/24.11min",1.9413,1.5659,1.4852,1.4617,1.4392,1.4159,1.4145,1.3982
"15485/579.9004mz/24.02min",1.9405,1.5643,1.4727,1.4448,1.4277,1.4039,1.4042,1.4016
"6403/227.1753mz/9.18min",1.9398,1.5553,1.4658,1.4428,1.4217,1.4056,1.3798,1.3616
"15416/637.4262mz/23.86min",1.9395,1.554,1.4839,1.458,1.4325,1.4092,1.3841,1.3674
"9402/432.2591mz/12.42min",1.9392,1.6086,1.5151,1.4858,1.4807,1.4632,1.4363,1.4266
"14810/491.1973mz/22.06min",1.9391,1.6085,1.516,1.4903,1.4644,1.4463,1.4214,1.4041
"15481/571.3871mz/24.02min",1.9385,1.5713,1.4796,1.4529,1.4281,1.4055,1.3867,1.3685
"14925/541.1248mz/22.45min",1.9355,1.6168,1.5418,1.5127,1.4862,1.4678,1.4422,1.4237
"15490/557.8871mz/24.06min",1.9325,1.5635,1.4704,1.4428,1.4215,1.3984,1.3883,1.3705
"15486/588.9152mz/24.03min",1.9289,1.5556,1.4696,1.4418,1.4168,1.3933,1.3708,1.3528
"10158/446.2746mz/13.18min",1.9269,1.697,1.5968,1.5738,1.5506,1.578,1.5491,1.5286
"6636/300.1991mz/9.51min",1.9193,1.5546,1.4845,1.4652,1.4556,1.4311,1.4071,1.3884
"14972/602.1775mz/22.56min",1.9158,1.5827,1.4946,1.466,1.4408,1.421,1.395,1.3765
"14819/954.3864mz/22.10min",1.9143,1.5779,1.4873,1.4602,1.4347,1.415,1.3923,1.3747
"15460/610.4265mz/23.96min",1.9111,1.5384,1.4535,1.4255,1.4014,1.3779,1.3564,1.3393
"6275/146.0812mz/8.92min",1.9105,1.5753,1.8559,1.9009,1.9879,1.9543,1.9436,1.9484
"7883/404.2273mz/10.79min",1.9076,1.6698,1.5819,1.5548,1.5316,1.5263,1.5142,1.5252
"14836/887.2634mz/22.19min",1.9017,1.5684,1.4801,1.4528,1.4278,1.4082,1.3866,1.3688
"8478/418.2432mz/11.47min",1.8985,1.5951,1.5003,1.472,1.4488,1.429,1.4163,1.3976
"10017/405.1284mz/13.05min",1.8935,1.5172,1.4637,1.4359,1.4145,1.3906,1.3712,1.3544
"15579/491.8481mz/24.33min",1.8881,1.5434,1.4515,1.4258,1.403,1.3824,1.371,1.3597
"11318/202.1800mz/14.54min",1.8877,1.5129,1.4267,1.424,1.4188,1.462,1.4375,1.4353
"8133/305.2221mz/11.08min",1.8876,1.9469,1.8487,1.819,1.7975,1.7671,1.7387,1.7164
"2954/258.0971mz/1.92min",1.883,1.5091,1.4953,1.4778,1.4593,1.4346,1.4221,1.4084
"7095/604.2990mz/10.00min",1.8827,1.5245,1.4372,1.4315,1.4092,1.4302,1.404,1.3878
"14904/667.1328mz/22.40min",1.8819,1.5637,1.4849,1.4568,1.4313,1.4127,1.3881,1.3709
"15555/500.3610mz/24.29min",1.879,1.5316,1.4418,1.4198,1.3955,1.3751,1.3623,1.3479
"3124/202.1073mz/2.05min",1.8769,1.5115,1.4355,1.411,1.3877,1.4241,1.43,1.4129
"10796/455.2900mz/13.84min",1.8765,1.5038,1.4288,1.4093,1.3885,1.4355,1.4159,1.3981
"7164/587.1285mz/10.08min",1.8747,1.5471,1.4561,1.4309,1.4083,1.4661,1.4413,1.4223
"13766/584.4266mz/18.19min",1.8662,1.5166,1.4379,1.4175,1.3936,1.373,1.3497,1.3318
"14929/563.1066mz/22.46min",1.8656,1.5587,1.5089,1.4799,1.4547,1.435,1.409,1.3904
"7967/404.2278mz/10.91min",1.8648,1.6029,1.5117,1.4869,1.4623,1.442,1.4717,1.4545
"3055/275.1157mz/2.04min",1.8588,1.5847,1.5934,1.5732,1.6267,1.6632,1.7477,1.7394
"6312/223.1077mz/8.99min",1.858,1.5363,1.4472,1.4191,1.3991,1.3869,1.3684,1.3528
"8464/496.2898mz/11.44min",1.8561,1.6517,1.5578,1.5285,1.5173,1.4953,1.5025,1.5346
"6245/293.1911mz/8.86min",1.8463,1.481,1.394,1.3671,1.3451,1.3805,1.3618,1.3437
"15572/522.3742mz/24.26min",1.8435,1.5074,1.4171,1.3933,1.3698,1.35,1.3358,1.32
"15520/505.3478mz/24.18min",1.8432,1.4976,1.4159,1.3938,1.3698,1.3492,1.3269,1.3094
"16076/280.2632mz/27.21min",1.8416,1.5012,1.4115,1.3863,1.3666,1.3434,1.3276,1.3327
"12357/267.0862mz/16.05min",1.84,1.5724,1.5031,1.4882,1.4633,1.4563,1.4537,1.4347
"14923/558.1513mz/22.44min",1.8388,1.5185,1.4357,1.4088,1.3846,1.3656,1.3442,1.3267
"7418/394.1342mz/10.33min",1.8345,1.5912,2.0538,2.1173,2.3066,2.2821,2.2526,2.2295
"10227/423.2749mz/13.31min",1.8304,1.5482,1.4561,1.443,1.4179,1.3939,1.3702,1.3524
"8822/283.1173mz/11.89min",1.8273,1.477,1.393,1.4075,1.3944,1.4061,1.3901,1.3722
"13930/571.3950mz/18.46min",1.826,1.4867,1.4017,1.3751,1.3614,1.3405,1.3302,1.3127
"8554/235.0964mz/11.58min",1.8237,1.5062,1.417,1.3899,1.3659,1.3589,1.3427,1.3288
"14811/998.4123mz/22.04min",1.8224,1.5103,1.4228,1.4006,1.3763,1.3594,1.3431,1.3253
"2140/353.1738mz/1.60min",1.8213,1.5822,1.5131,1.4907,1.4763,1.4682,1.4476,1.4286
"14894/711.1589mz/22.36min",1.8202,1.4999,1.4184,1.3914,1.3676,1.3481,1.3264,1.3093
"14855/799.2111mz/22.26min",1.8101,1.4935,1.4118,1.385,1.3609,1.342,1.3192,1.3024
"9925/540.2798mz/12.96min",1.8086,1.6747,1.6018,1.5722,1.5742,1.5586,1.5307,1.5269
"15484/610.4266mz/23.98min",1.8071,1.4548,1.3739,1.3475,1.325,1.3028,1.2837,1.2676
"15522/522.3742mz/24.21min",1.8048,1.4786,1.39,1.3683,1.3457,1.3269,1.3182,1.3027
"14822/893.3335mz/22.13min",1.8042,1.4718,1.386,1.3632,1.3397,1.3202,1.2973,1.2902
"15489/598.8781mz/24.02min",1.8038,1.4551,1.3743,1.3487,1.3257,1.3038,1.2853,1.2683
"7169/586.9615mz/10.07min",1.8034,1.6108,1.5146,1.4852,1.4796,1.5148,1.4983,1.4792
"11963/289.2273mz/15.60min",1.7955,2.0078,1.9152,1.8856,1.8552,1.8297,1.7961,1.7724
"15546/522.3742mz/24.24min",1.7945,1.4461,1.3732,1.3498,1.3274,1.3056,1.2943,1.2773
"5780/308.1335mz/8.10min",1.7934,2.0643,1.9676,2.1476,2.3088,2.4048,2.3637,2.3356
"12472/287.2119mz/16.23min",1.7913,1.9071,1.8183,1.7831,1.7779,1.759,1.7271,1.7044
"6774/460.2399mz/9.65min",1.7893,1.7625,1.6676,1.6357,1.6093,1.6287,1.6072,1.5865
"6530/396.1398mz/9.32min",1.789,1.6841,1.5873,1.5836,1.5636,1.5409,1.5131,1.4938
"12764/556.3952mz/16.73min",1.7884,1.4402,1.3625,1.3361,1.313,1.2909,1.2673,1.2525
"13935/598.4420mz/18.50min",1.7883,1.4568,1.3701,1.3436,1.3268,1.3062,1.2943,1.2773
"11329/549.4159mz/14.57min",1.7815,2.6318,2.5585,2.514,2.4982,2.4569,2.4169,2.3848
"5974/292.2018mz/8.38min",1.78,1.4531,1.3818,1.3592,1.3355,1.3137,1.292,1.2753
"8098/448.2901mz/11.03min",1.7747,1.5764,1.5463,1.5172,1.5187,1.5579,1.5334,1.5377
"5850/292.2019mz/8.25min",1.7744,1.4354,1.3556,1.3349,1.3125,1.2903,1.2671,1.2532
"2979/140.1070mz/1.94min",1.773,1.5077,1.4324,1.4072,1.3932,1.3805,1.3654,1.3474
"3044/325.2384mz/2.04min",1.7719,1.4922,1.5538,1.5333,1.6342,1.6661,1.796,1.7934
"15482/601.9133mz/23.99min",1.7669,1.4169,1.3505,1.3245,1.3045,1.2823,1.2691,1.2542
"15523/546.8647mz/24.14min",1.7643,1.4317,1.3508,1.3288,1.3057,1.2856,1.2698,1.2529
"2828/140.1070mz/1.80min",1.764,1.4942,1.4173,1.3917,1.3795,1.3658,1.3549,1.3369
"14924/585.1509mz/22.45min",1.7623,1.4576,1.3817,1.3552,1.3317,1.3133,1.2906,1.2737
"10349/428.2613mz/13.45min",1.7621,1.4547,1.3712,1.3448,1.3217,1.3168,1.2948,1.2927
"8728/142.1228mz/11.82min",1.7619,1.4121,1.3788,1.3714,1.3898,1.421,1.4056,1.4054
"6554/803.2277mz/9.35min",1.7603,1.4118,1.339,1.313,1.3173,1.3026,1.2788,1.2884
"6384/344.6975mz/9.13min",1.7591,1.4281,1.3458,1.3636,1.3432,1.3386,1.3161,1.3014
"3820/140.1070mz/2.52min",1.7574,1.4621,1.3751,1.3504,1.3425,1.3263,1.3208,1.3033
"14697/577.3215mz/21.71min",1.7541,1.4272,1.3446,1.3242,1.3016,1.2909,1.2682,1.2528
"11827/490.2645mz/15.38min",1.7529,1.716,1.6132,1.5821,1.5566,1.5347,1.5074,1.4943
"10231/414.7617mz/13.31min",1.752,1.4052,1.3211,1.2977,1.2783,1.2579,1.2373,1.2215
"6516/426.7085mz/9.29min",1.7428,1.7421,1.6387,1.6069,1.5798,1.5532,1.5762,1.5588
"6339/463.2034mz/9.04min",1.7403,1.7733,1.6683,1.6363,1.6086,1.5945,1.5682,1.555
"14854/761.2554mz/22.27min",1.7381,1.4357,1.3567,1.3314,1.3082,1.2904,1.2692,1.2525
"10537/105.0182mz/13.59min",1.7374,1.4087,1.3411,1.3151,1.3002,1.3183,1.2963,1.2809
"14570/278.2476mz/21.20min",1.7371,1.4292,1.3439,1.3221,1.3023,1.2851,1.2618,1.2451
"7020/242.0480mz/9.92min",1.7354,1.4446,1.3698,1.3445,1.321,1.3044,1.2814,1.2645
"5811/308.1337mz/8.14min",1.7332,2.1191,2.0034,2.1782,2.3185,2.4382,2.3958,2.3688
"14015/254.2113mz/18.90min",1.7308,1.4003,1.3196,1.2975,1.3022,1.3313,1.3075,1.2902
"14909/629.1771mz/22.41min",1.7288,1.4275,1.3517,1.3258,1.3028,1.2846,1.2626,1.246
"8836/420.2228mz/11.92min",1.7268,1.6627,1.6994,1.6758,1.6579,1.6589,1.6478,1.6372
"14926/602.1775mz/22.45min",1.7206,1.4177,1.3381,1.3131,1.2904,1.2723,1.2519,1.2354
"14869/717.2293mz/22.31min",1.719,1.4204,1.3436,1.3183,1.2955,1.2778,1.2572,1.2407
"14893/673.2032mz/22.36min",1.719,1.4203,1.3438,1.3183,1.2954,1.2775,1.2559,1.2393
"14871/755.1850mz/22.32min",1.7177,1.418,1.3413,1.316,1.2934,1.2755,1.2555,1.2391
"14891/690.2296mz/22.36min",1.7161,1.4135,1.3335,1.3086,1.286,1.268,1.2476,1.2312
"14847/805.2815mz/22.23min",1.7149,1.4153,1.3362,1.3114,1.2885,1.2709,1.2498,1.2333
"14014/272.2219mz/18.90min",1.7077,1.3693,1.3027,1.2877,1.2773,1.3666,1.342,1.3274
"15042/576.8588mz/22.82min",1.7063,2.6402,2.5292,2.4815,2.4998,2.4575,2.417,2.3849
"14906/646.2036mz/22.41min",1.704,1.4049,1.3254,1.3009,1.2784,1.2608,1.2408,1.2245
"14856/778.2819mz/22.27min",1.7032,1.4037,1.3237,1.2996,1.2772,1.2596,1.2409,1.2246
"11726/490.2643mz/15.18min",1.7026,1.4656,1.384,1.3572,1.3515,1.3428,1.3201,1.3086
"14834/849.3076mz/22.18min",1.7019,1.4013,1.3221,1.2973,1.2749,1.2569,1.2367,1.2206
"6851/537.2770mz/9.74min",1.6985,1.4291,1.3454,1.3212,1.3388,1.3178,1.2999,1.2955
"14850/822.3080mz/22.24min",1.6981,1.3964,1.3157,1.2915,1.2692,1.2513,1.2323,1.216
"7469/525.7587mz/10.37min",1.6946,1.7114,1.6094,1.5939,1.5668,1.5417,1.5294,1.5136
"3831/140.1070mz/2.56min",1.6939,1.4211,1.3518,1.3257,1.3167,1.3002,1.3092,1.2947
"6729/416.2500mz/9.59min",1.6864,1.6679,1.575,1.5447,1.5336,1.5832,1.5542,1.5408
"8714/389.2640mz/11.81min",1.6834,1.349,1.2719,1.2733,1.3388,1.3355,1.438,1.4203
"3876/140.1070mz/2.68min",1.6826,1.4024,1.324,1.2993,1.2819,1.2662,1.2486,1.2325
"15423/601.9134mz/23.94min",1.6798,1.356,1.2785,1.2546,1.2343,1.2141,1.2007,1.188
"14835/866.3341mz/22.18min",1.6767,1.379,1.2983,1.275,1.2529,1.2355,1.2171,1.2011
"15550/544.3873mz/24.19min",1.6739,1.3627,1.2826,1.2612,1.2392,1.2206,1.2039,1.1887
"12379/273.1950mz/16.11min",1.6738,2.3363,2.2335,2.1909,2.1614,2.1724,2.1403,2.1257
"6051/281.1134mz/8.53min",1.6727,1.3579,1.2781,1.29,1.285,1.2834,1.2777,1.2615
"14153/172.1696mz/19.63min",1.672,1.3573,1.2828,1.258,1.2545,1.2444,1.2343,1.2245
"14827/910.3604mz/22.14min",1.6675,1.369,1.2881,1.2652,1.2434,1.2259,1.2086,1.1927
"8183/598.2125mz/11.17min",1.6653,1.3961,1.4396,1.4218,1.4009,1.3922,1.3672,1.349
"13463/258.2064mz/17.81min",1.6629,1.3326,1.3009,1.2853,1.2742,1.3298,1.3058,1.2885
"3557/227.1389mz/2.22min",1.6609,1.3329,1.2558,1.2353,1.2141,1.1935,1.1735,1.158
"10152/462.2330mz/13.21min",1.6488,1.5744,1.4837,1.4552,1.4306,1.4099,1.389,1.3723
"12490/476.2852mz/16.16min",1.6454,1.4532,1.3831,1.3632,1.3393,1.3212,1.3055,1.2891
"6008/130.1591mz/8.44min",1.6446,1.3436,1.2833,1.2593,1.2382,1.229,1.2156,1.2296
"12128/476.2852mz/15.81min",1.643,1.4678,1.385,1.363,1.3397,1.3305,1.3064,1.2981
"7052/396.2014mz/9.96min",1.6422,1.7243,1.6319,1.6004,1.5727,1.5829,1.5546,1.5828
"10075/105.0182mz/13.11min",1.6407,1.383,1.3141,1.2949,1.2727,1.2529,1.2323,1.2163
"10114/392.7485mz/13.16min",1.6386,1.3495,1.2749,1.274,1.2572,1.2518,1.229,1.2252
"6003/529.2387mz/8.41min",1.6374,1.581,1.5781,1.5482,1.522,1.4966,1.4928,1.4751
"8666/440.1916mz/11.74min",1.6355,1.7671,1.6632,1.6334,1.6166,1.6177,1.6045,1.5879
"8364/418.2434mz/11.42min",1.6289,1.3627,1.2811,1.2562,1.2385,1.2413,1.2216,1.2272
"5922/575.1867mz/8.32min",1.6276,1.4667,1.5011,1.4884,1.4624,1.4421,1.4433,1.4281
"4179/331.1649mz/3.36min",1.6251,1.3809,1.3382,1.3145,1.2965,1.29,1.269,1.2558
"14116/811.3076mz/19.46min",1.6245,1.4056,1.3443,1.3231,1.314,1.3008,1.2771,1.2634
"11178/275.2115mz/14.36min",1.6124,1.8641,1.7524,1.7184,1.6941,1.6715,1.6452,1.6237
"15064/576.3573mz/22.82min",1.6111,2.7243,2.6147,2.5643,2.5725,2.529,2.4826,2.4498
"6018/577.2019mz/8.42min",1.6107,1.5066,1.4997,1.4708,1.4528,1.4305,1.4057,1.389
"7447/378.1954mz/10.35min",1.6086,1.4799,1.3966,1.3787,1.3571,1.3341,1.314,1.3251
"13458/240.1958mz/17.80min",1.6085,1.3016,1.2487,1.2348,1.2486,1.2928,1.2768,1.2674
"11758/490.2645mz/15.25min",1.6075,1.5268,1.437,1.4113,1.388,1.3905,1.3659,1.3829
"14159/172.1696mz/19.63min",1.6073,1.325,1.2497,1.2257,1.2086,1.1959,1.174,1.1591
"8732/152.1070mz/11.82min",1.6024,1.2881,1.2368,1.2299,1.283,1.2973,1.2974,1.3311
"5870/100.0757mz/8.19min",1.5985,1.3956,1.4212,1.4235,1.4472,1.4265,1.4044,1.3871
"11731/572.2635mz/15.20min",1.594,1.3056,1.2501,1.2649,1.2483,1.2279,1.2144,1.2024
"5901/577.2023mz/8.28min",1.5878,1.3672,1.4461,1.4335,1.443,1.4205,1.3945,1.3846
"5815/346.0897mz/8.10min",1.581,1.7636,2.0735,2.129,2.4017,2.3828,2.3428,2.3135
"11469/568.3105mz/14.78min",1.5801,1.7033,1.6367,1.6057,1.5822,1.5913,1.5765,1.5591
"5021/348.0701mz/5.45min",1.5784,1.2938,1.2683,1.2503,1.2342,1.2241,1.2032,1.2217
"17218/308.2946mz/28.55min",1.5778,1.3815,1.3427,1.3173,1.3274,1.3055,1.2901,1.2732
"15039/585.3438mz/22.82min",1.5734,2.5247,2.4123,2.3717,2.3569,2.334,2.309,2.2836
"13456/557.3792mz/17.81min",1.5725,1.285,1.2094,1.1875,1.1708,1.1537,1.1351,1.121
"7667/575.2928mz/10.53min",1.5708,1.569,1.4804,1.454,1.43,1.406,1.3846,1.3736
"8153/289.1181mz/11.12min",1.5683,1.4864,1.4017,1.3941,1.3697,1.3466,1.3245,1.3084
"14518/785.4418mz/20.76min",1.5632,1.257,1.2132,1.1897,1.1689,1.2273,1.2063,1.1977
"14588/422.2745mz/21.28min",1.5623,1.2693,1.2634,1.2573,1.2552,1.2447,1.2523,1.2357
"9961/418.2796mz/12.98min",1.5606,1.3703,1.2903,1.2664,1.2447,1.2449,1.2293,1.2248
"7999/406.2069mz/10.93min",1.5597,1.4176,1.3634,1.3554,1.3447,1.43,1.4114,1.455
"9870/418.2798mz/12.87min",1.5565,1.3448,1.2661,1.2528,1.2323,1.2136,1.2152,1.2044
"4959/100.0757mz/5.24min",1.5562,1.4813,1.4023,1.376,1.3534,1.3383,1.3143,1.2968
"7889/384.0922mz/10.79min",1.5521,1.245,1.1704,1.2135,1.303,1.2829,1.2752,1.2715
"4878/100.0757mz/5.08min",1.548,1.3486,1.2812,1.2674,1.2455,1.2699,1.2695,1.2565
"5810/146.0812mz/8.15min",1.5468,1.7685,1.7776,1.9032,2.0979,2.1117,2.0745,2.0469
"9240/172.1333mz/12.27min",1.5425,1.2681,1.1975,1.1836,1.1637,1.1448,1.1424,1.1272
"12558/144.1384mz/16.35min",1.5378,1.3082,1.2322,1.2143,1.2123,1.1917,1.1774,1.1618
"10065/249.0603mz/13.14min",1.5374,1.2624,1.1967,1.174,1.1539,1.1344,1.1168,1.1019
"6264/316.2117mz/8.91min",1.5365,1.2351,1.1793,1.1698,1.1548,1.1583,1.1383,1.1345
"12340/476.2852mz/16.00min",1.5354,1.369,1.3024,1.2774,1.2624,1.2456,1.2228,1.2135
"9565/492.2799mz/12.56min",1.535,1.7551,1.7578,1.7265,1.6981,1.6696,1.639,1.6179
"10413/291.2062mz/13.53min",1.5292,2.2993,2.1742,2.1331,2.1335,2.1015,2.0634,2.0373
"10434/467.2274mz/13.56min",1.526,1.4426,1.5839,1.5558,1.5371,1.5147,1.5305,1.5102
"8490/284.2066mz/11.51min",1.5256,1.2248,1.1609,1.1689,1.1643,1.1476,1.1355,1.1241
"9413/492.2797mz/12.42min",1.5202,1.6603,1.6768,1.6481,1.6228,1.6353,1.6054,1.5881
"10138/499.1809mz/13.19min",1.5194,1.7337,1.6536,1.6256,1.6121,1.5891,1.5601,1.5401
"6036/399.2124mz/8.49min",1.5176,1.4102,1.4062,1.4057,1.3878,1.3678,1.4798,1.4607
"11381/356.1884mz/14.64min",1.5115,1.7756,1.6722,1.6488,1.62,1.6164,1.5941,1.573
"11177/476.2490mz/14.35min",1.5063,1.4238,1.3932,1.377,1.3529,1.342,1.3437,1.3515
"8497/310.2586mz/11.52min",1.506,1.229,1.1557,1.137,1.1465,1.1274,1.1068,1.0921
"4928/100.0756mz/5.20min",1.4979,1.3372,1.262,1.2502,1.2295,1.2087,1.1942,1.1798
"11508/488.2061mz/14.87min",1.497,1.2266,1.1598,1.139,1.1385,1.1407,1.1445,1.136
"5062/348.0701mz/5.53min",1.496,1.199,1.2239,1.2041,1.1953,1.1764,1.1651,1.151
"5108/348.0700mz/5.67min",1.4946,1.2089,1.1405,1.1426,1.1278,1.1106,1.1293,1.1152
